id,name,gender,dob,dobp,dod,dodp,image,enwiki
Q110288009,Kane Hamidou Baba,male,1954-04-10,11,2021-12-28,11,,Kane Hamidou Baba
Q11849927,Ahmed Ould Teguedi,male,1954,9,,,"Ahmed Ould Teguedi, Mauritanian Minister for Foreign Affairs (cropped).jpg",Ahmed Ould Teguedi
Q12194248,Naha Mint Mouknass,female,1969-03-10,11,,,Naha Mint Mouknass.jpg,Naha Mint Mouknass
Q12241106,Mohamed Ould Ghazouani,male,1956-12-31,11,,,Мухаммед Ульд Газуани 02 (18-02-2022).jpg,Mohamed Ould Ghazouani
Q1371357,Yahya Ould Ahmed El Waghef,male,1960-06-30,11,,,Yahya Ould Ahmed El Waghef mauritanie.jpg,Yahya Ould Ahmed El Waghef
Q16733931,Ismail Ould Cheikh Ahmed,male,1950-01-01,11,,,Ismail Ould Cheikh Ahmed cropped.jpg,Ismail Ould Cheikh Ahmed
Q184941,Zeine Ould Zeidane,male,1966,9,,,,Zeine Ould Zeidane
Q2820945,Abdallahi Hassen Ben Hmeida,male,1954,9,,,,Abdallahi Hassen Ben Hmeida
Q28739928,Vatma Vall Mint Soueina,female,1977-08-25,11,,,,Vatma Vall Mint Soueina
Q2877629,Ba Mamadou Mbaré,male,1946,9,2013-01-10,11,Mbare6ba2.jpg,Ba Mamadou Mbaré
Q294969,Mohamed Ould Abdel Aziz,male,1956-12-20,11,,,Mohamed Ould Abdel Aziz 2014-08-05.jpg,Mohamed Ould Abdel Aziz
Q310203,Sidi Ould Cheikh Abdallahi,male,1938,9,2020-11-23,11,Sidi Mohamed Ould Cheikh Abdallahi.jpg,Sidi Ould Cheikh Abdallahi
Q3126304,Hamadi Ould Baba Ould Hamadi,male,1948-12-31,11,,,Mauritanian Foreign Minister Hamadi Ould Baba Ould Hamadi.jpg,Hamadi Ould Baba Ould Hamadi
Q313662,Maaouya Ould Sid'Ahmed Taya,male,1941-11-28,11,,,Mauritania gov ould taya 210 eng 30apr05.jpg,Maaouya Ould Sid'Ahmed Taya
Q3155412,Ismail Ould Bedde Ould Cheikh Sidiya,male,1961-03-17,11,,,Ismail Ould Bedde Ould Cheikh Sidiya (cropped).jpg,Ismail Ould Bedde Ould Cheikh Sidiya
Q325511,Cheikh El Avia Ould Mohamed Khouna,male,1956,9,,,,Cheikh El Avia Ould Mohamed Khouna
Q3318869,Mohamed Vall Ould Bellal,male,1948,9,,,,
Q3571335,Yahya Ould Hademine,male,1953-12-31,11,,,,Yahya Ould Hademine
Q4118153,Mohamed Mahmoud Ould Mohamedou,male,1968-04-03,11,,,Mohammad-Mahmoud Ould Mohamedou 2020.jpg,Mohamed Mahmoud Ould Mohamedou
Q440509,Moulaye Ould Mohamed Laghdaf,male,1957-12-12,11,,,,Moulaye Ould Mohamed Laghdaf
Q451521,Ely Ould Mohamed Vall,male,1953,9,2017-05-05,11,,Ely Ould Mohamed Vall
Q4695972,Ahmed Ould Sid'Ahmed,male,1949-08-11,11,,,,Ahmed Ould Sid'Ahmed
Q5208703,Dah Ould Abdi,male,1951-04-18,11,,,,Dah Ould Abdi
Q56064138,Hamadi Ould Meimou,,,,,,,
Q56064168,Isselkou Ould Ahmed Izid Bih,,,,,,,
Q58014343,Mohamed Salem Ould Béchir,male,1962-12-17,11,,,,Mohamed Salem Ould Béchir
Q608538,Mohamed Saleck Ould Mohamed Lemine,male,1963,9,,,,Mohamed Saleck Ould Mohamed Lemine
Q6891431,Mohamed Ould Tolba,male,1962,9,,,,Mohamed Ould Tolba
Q712775,Sidi Mohamed Ould Boubacar,male,1957-05-31,11,,,Sidi Mohamed Ould Boubakar.jpg,Sidi Mohamed Ould Boubacar
Q773245,Sghair Ould M'Bareck,male,1954,9,,,,Sghair Ould M'Bareck
Q98137599,Mohamed Ould Bilal,male,1963-12-10,11,,,محمد ولد بلال (2022) (cropped).jpg,Mohamed Ould Bilal
