item,itemLabel,startDate,endDate
Q4695972,Ahmed Ould Sid'Ahmed,1998,2001
Q5208703,Dah Ould Abdi,2001,2002
Q6891431,Mohamed Ould Tolba,2002,2003
,Mohamed Vall Ould Bellal,2003,2005
Q4695972,Ahmed Ould Sid'Ahmed,2005,2007
Q608538,Mohamed Saleck Ould Mohamed Lemine,2007,2008
Q325511,Cheikh El Avia Ould Mohamed Khouna,2008,2008
Q2820945,Abdallahi Hassen Ben Hmeida,2008,2008
Q4118153,Mohamed Mahmoud Ould Mohamedou,2008,2009
Q12194248,Naha Mint Mouknass,2009,2011
Q3126304,Hamadi Ould Baba Ould Hamadi,2011,2013
Q11849927,Ahmed Ould Teguedi,2013,2015
Q28739928,Vatma Vall Mint Soueina,2015,2015
,Hamadi Ould Meimou,2015,2016
,Isselkou Ould Ahmed Izid Bih,2016,2018
Q16733931,Ismail Ould Cheikh Ahmed,2018,
