item,itemLabel,startDate,endDate,sourceDate,psid
Q4695972,Ahmed Ould Sid'Ahmed,1998,2001,,Q4695972-3A6D7E95-7EDE-4FA0-BABB-B33341F3337D
Q5208703,Dah Ould Abdi,2001,2002,,Q5208703-29e2acc4-465d-ce23-d35e-dbfa429e928c
Q6891431,Mohamed Ould Tolba,2002,2003,,Q6891431-B148678A-13E7-409A-B7BF-03F2348DC94B
Q3318869,Mohamed Vall Ould Bellal,2003,2005,,Q3318869-15728795-4a27-0795-526f-fd9445499c0b
Q4695972,Ahmed Ould Sid'Ahmed,2005,2007,,Q4695972-18f6036e-4abd-3839-325e-a16c65a5f066
Q608538,Mohamed Saleck Ould Mohamed Lemine,2007,2008,,Q608538-C366E818-E348-413E-B68E-0823A62CFE76
Q2820945,Abdallahi Hassen Ben Hmeida,2008,2008,,Q2820945-E89CE1AC-F826-437C-8575-CDB9097CCE66
Q325511,Cheikh El Avia Ould Mohamed Khouna,2008,2008,,Q325511-8a3a556c-477d-ea48-7c50-01a7b846c465
Q4118153,Mohamed Mahmoud Ould Mohamedou,2008,2009,2022-09-29,Q4118153-B797F1E1-F342-4A27-A309-5BD9C0B15186
Q12194248,Naha Mint Mouknass,2009,2011,,Q12194248-47CFF4F1-608E-42E9-99BC-831BE36F0591
Q3126304,Hamadi Ould Baba Ould Hamadi,2011,2013,,Q3126304-3A05793C-923E-492D-BCD3-47896E918EB8
Q11849927,Ahmed Ould Teguedi,2013,2015,,Q11849927-11B3BD17-CC46-4BF7-A9E2-BE66529A5EA5
Q28739928,Vatma Vall Mint Soueina,2015,2015,,Q28739928-D1D20BCA-30CB-4447-BA5D-9EEFFD2CCDF4
Q56064138,Hamadi Ould Meimou,2015,2016,,Q56064138-15805eff-46a9-7bf9-9538-16ed65e59813
Q56064168,Isselkou Ould Ahmed Izid Bih,2016,2018,,Q56064168-bc5cdfb8-4fa0-0469-e51c-669b7b68b7fc
Q16733931,Ismail Ould Cheikh Ahmed,2018-06-11,2022-03-29,,Q16733931-56224A8F-E3D7-436A-B66F-175613DB7977
Q114107123,Mohamed Salem Ould Merzoug,2022-03-29,,,Q114107123-9a40f414-4d14-981b-d819-fc445a294394
